id,full_name,parent_id,rank,rank_name,taxref,niamoto
9819,Myrsine oblanceolata (M. Schmid) Ricketson & Pipoly subsp. oblanceolata,6569,INFRASPECIES,subsp. oblanceolata,15534,
9820,Elaeodendron pininsulare Hürl. subsp. pininsulare,9773,INFRASPECIES,subsp. pininsulare,12878,
9821,Elaeodendron pininsulare subsp. poyaense,9773,INFRASPECIES,subsp. poyaense,12879,
9822,Grevillea exul subsp. rubiginosa,9366,INFRASPECIES,subsp. rubiginosa,3552,
9823,Menepetalum schlechteri Loes. subsp. schlechteri,6636,INFRASPECIES,subsp. schlechteri,4261,
9824,Archidendropsis paivana subsp. tenuispica,9387,INFRASPECIES,subsp. tenuispica,1881,
9825,Zygogynum tieghemii Vink subsp. tieghemii,8543,INFRASPECIES,subsp. tieghemii,6347,
9826,Polyscias vieillardii (Baill.) Lowry & G.M.Plunkett subsp. vieillardii,7115,INFRASPECIES,subsp. vieillardii,13499,
9827,Cerbera manghas var. acutisperma,9488,INFRASPECIES,var. acutisperma,2444,
9828,Elaeocarpus comptonii var. alba,8590,INFRASPECIES,var. alba,3128,
9829,Zygogynum comptonii var. angustifolium,8539,INFRASPECIES,var. angustifolium,6321,
9830,Cloezia artensis (Montrouz.) Thorne var. artensis,4473,INFRASPECIES,var. artensis,2556,
9831,Tristaniopsis guillainii var. balansana,8536,INFRASPECIES,var. balansana,6115,
9833,"Gossia clusioides N. Snow, comb. ined. var. clusioides",5986,INFRASPECIES,var. clusioides,13185,
9834,Elaeocarpus comptonii Baker f. var. comptonii,8590,INFRASPECIES,var. comptonii,3129,
9835,Metrosideros laurifolia var. demonstrans,4369,INFRASPECIES,var. demonstrans,15786,
9836,Dubouzetia elegans Brongn. & Gris var. elegans,9505,INFRASPECIES,var. elegans,3092,
9837,Grevillea gillivrayi Hook. & Arn. var. gillivrayi,6436,INFRASPECIES,var. gillivrayi,3556,
9838,Grevillea gillivrayi Hook. & Arn. var. gillivrayi f. angustifolia Virot,6436,INFRASPECIES,var. gillivrayi f. angustifolia,3557,
9839,Euroschinus vieillardii var. glaber,4953,INFRASPECIES,var. glaber,3317,
9840,Gossia clusioides var. grandibullata,5986,INFRASPECIES,var. grandibullata,13187,
9841,Ascarina solmsiana var. grandifolia,1804,INFRASPECIES,var. grandifolia,1962,
9843,Geissois pruinosa var. intermedia,6387,INFRASPECIES,var. intermedia,13381,
9845,Cerbera manghas L. var. manghas,9488,INFRASPECIES,var. manghas,2445,
9846,Melaleuca sphaerodendra var. microphylla,9613,INFRASPECIES,var. microphylla,4217,
9847,Syzygium quadrangulare var. microsemmifolium,6698,INFRASPECIES,var. microsemmifolium,5912,
9848,Exocarpos phyllanthoides var. montanus,9520,INFRASPECIES,var. montanus,3328,
9850,Stenocarpus trinervis var. paradoxus Virot,8533,INFRASPECIES,var. paradoxus,5787,
9851,Exocarpos phyllanthoides Endl. var. phyllanthoides,9520,INFRASPECIES,var. phyllanthoides,3329,
9852,Comptonella lactea var. poissonii,4500,INFRASPECIES,var. poissonii,2606,
9853,Phyllanthus caudatus var. pubescens,8507,INFRASPECIES,var. pubescens,4820,
9854,Syzygium quadrangulare Guillaumin var. quadrangulare,6698,INFRASPECIES,var. quadrangulare,5913,
9855,Ascarina solmsiana Schltr. var. solmsiana,1804,INFRASPECIES,var. solmsiana,1963,
9856,Melaleuca sphaerodendra Craven & J.W.Dawson var. sphaerodendra,9613,INFRASPECIES,var. sphaerodendra,4218,
9857,Gossia clusioides var. tiebaghiensis,5986,INFRASPECIES,var. tiebaghiensis,13190,
9858,Picrella trifoliata Baill. var. trifoliata,9718,INFRASPECIES,var. trifoliata,12533,
9859,Stenocarpus trinervis (Montrouz.) Guillaumin var. trinervis,8533,INFRASPECIES,var. trinervis,5788,
9860,Guioa glauca var. vulgaris,6595,INFRASPECIES,var. vulgaris,3588,
9861,Xylosma (Munzinger1156),757,SPECIES,(JM1156),12924,
9862,Guettarda (Veillon6915),9908,SPECIES,(Veillon6915),3577,
9863,Canarium (MacKee21129),1717,SPECIES,(MacKee21129),15057,
9864,Canarium (spB_Munzinger3168),1717,SPECIES,(spB_Munzinger3168),15058,
9865,Canarium (spC_Veillon7485),1717,SPECIES,(spC_Veillon7485),2336,
9866,Beilschmiedia (Munzinger6408),1855,SPECIES,(JM6408),15439,
9867,Beilschmiedia (Munzinger6546),1855,SPECIES,(JM6546),15323,
9868,Podonephelium (Munzinger6608),3290,SPECIES,(JM6608),15131,
9869,Symplocos (Veillon267),3364,SPECIES,(Veillon267),12863,
9870,Pycnandra filipes,3349,SPECIES,filipes,15609,
9871,Lethedon rhizophoraefolia,3426,SPECIES,rhizophoraefolia,3996,
9872,Ixora opuloides,3112,SPECIES,opuloides,12946,
9873,Pycnandra (McPherson3442),3349,SPECIES,(McPherson3442),13946,
9874,Atractocarpus artensis,3031,SPECIES,artensis,13058,
9875,Pycnandra grandifolia,3349,SPECIES,grandifolia,15608,
9876,Ormocarpum neocaledonicum,9953,SPECIES,neocaledonicum,13025,
9878,Eugenia aoupiniensis,1984,SPECIES,aoupiniensis,15600,
9879,Eugenia macphersonii,1984,SPECIES,macphersonii,13240,
9880,Meryta koniamboensis,1467,SPECIES,koniamboensis,4272,
9881,Polyscias puberula,1483,SPECIES,puberula,6062,
9882,Plerandra pouemboutensis,1469,SPECIES,pouemboutensis,15097,
9883,Polyscias nothisii,1483,SPECIES,nothisii,6059,
9884,Meryta heleneae,1467,SPECIES,heleneae,4271,
9885,Pycnandra sclerophylla,3349,SPECIES,sclerophyllea,15607,
9886,Storthocalyx corymbosus,3291,SPECIES,corymbosus,15743,
9887,Gossia angustifolia,1985,SPECIES,angustifolia,14738,
9888,Gossia grandiflora,1985,SPECIES,grandiflora,14739,
9889,Gossia mandjelianensis,1985,SPECIES,mandjelianensis,13179,
9890,Pycnandra poindimiensis,3349,SPECIES,poindimiensis,15692,
9891,Rhizophora x lamarckii,9958,SPECIES,x lamarckii,5401,
9892,Oxera baladica,1848,SPECIES,baladica,4564,
9893,Oxera baladica subsp. nuda,9892,INFRASPECIES,subsp. nuda,4563,
9894,Metrosideros laurifolia Brongn. & Gris var. laurifolia,4369,INFRASPECIES,var. laurifolia,15899,
9895,Litsea glutinosa,1875,SPECIES,glutinosa,4053,
9896,Litsea glutinosa var. brideliifolia,9895,INFRASPECIES,var. brideliifolia,4054,
9897,Santalum,4235,GENUS,Santalum,1337,
9898,Santalum austrocaledonicum,9897,SPECIES,austrocaledonicum,5483,
9899,Santalum austrocaledonicum var. glabrum,9897,SPECIES,var. glabrum,15773,
9900,Santalum austrocaledonicum var. pilosulum,9898,INFRASPECIES,var. pilosulum,5482,
9901,Santalum austrocaledonicum Vieill. var. austrocaledonicum,9898,INFRASPECIES,var. austrocaledonicum,5480,
9903,Acanthaceae,,FAMILIA,Acanthaceae,1,
9904,Avicennia,9903,GENUS,Avicennia,373,
9905,Lumnitzera,9906,GENUS,Lumnitzera,991,
9906,Combretaceae,,FAMILIA,Combretaceae,57,
9907,Antidesma,4209,GENUS,Antidesma,323,
9908,Guettarda,4229,GENUS,Guettarda,828,
9909,Tinadendron,4229,GENUS,Tinadendron,12818,
991,Guioa (panié_Munzinger4328),3287,SPECIES,(panié_Munzinger4328),15055,
9910,Cupressaceae,,FAMILIA,Cupressaceae,67,
9912,Boraginaceae,,FAMILIA,Boraginaceae,35,
9913,Lythraceae,,FAMILIA,Lythraceae,124,
9914,Acacia,6086,GENUS,Acacia,243,
9915,Aglaia,4153,GENUS,Aglaia,274,
9916,Alectryon,4236,GENUS,Alectryon,281,
9917,Alphandia,4115,GENUS,Alphandia,291,
9918,Bruguiera,4227,GENUS,Bruguiera,430,
9919,Callitris,9910,GENUS,Callitris,450,
9920,Canacomyrica,9967,GENUS,Canacomyrica,461,
9921,Castanospermum,6087,GENUS,Castanospermum,486,
9922,Cerbera,3543,GENUS,Cerbera,511,
9923,Citrus,4231,GENUS,Citrus,542,
9924,Cocconerion,4115,GENUS,Cocconerion,556,
9925,Commersonia,3068,GENUS,Commersonia,569,
9926,Cordia,9912,GENUS,Cordia,577,
9927,Crossosperma,4231,GENUS,Crossosperma,599,
9928,Croton,4115,GENUS,Croton,602,
9929,Cyclophyllum,4229,GENUS,Cyclophyllum,620,
9930,Cynometra,6085,GENUS,Cynometra,628,
9931,Dacrycarpus,8289,GENUS,Dacrycarpus,637,
9932,Deltaria,4257,GENUS,Deltaria,650,
9933,Dolichandrone,3668,GENUS,Dolichandrone,690,
9934,Dubouzetia,4091,GENUS,Dubouzetia,702,
9935,Dutailliopsis,4231,GENUS,Dutailliopsis,704,
9936,Erythrina,6087,GENUS,Erythrina,750,
9937,Excoecaria,4115,GENUS,Excoecaria,768,
9938,Exocarpos,4235,GENUS,Exocarpos,769,
9939,Fontainea,4115,GENUS,Fontainea,784,
9940,Garuga,3690,GENUS,Garuga,794,
9941,Grewia,3068,GENUS,Grewia,827,
9942,Gyrocarpus,4126,GENUS,Gyrocarpus,836,
9943,Heliotropium,9912,GENUS,Heliotropium,852,
9944,Heritiera,3068,GENUS,Heritiera,857,
9945,Eucarpha,4223,GENUS,Eucarpha,922,
9946,Libocedrus,9910,GENUS,Libocedrus,962,
9947,Mangenotiella,4222,GENUS,Mangenotiella,15614,
9948,Manilkara,4237,GENUS,Manilkara,1021,
9949,Medicosma,4231,GENUS,Medicosma,1034,
9950,Micromelum,4231,GENUS,Micromelum,1055,
9951,Mimusops,4237,GENUS,Mimusops,1063,
9953,Ormocarpum,6087,GENUS,Ormocarpum,1141,
9954,Pavetta,4229,GENUS,Pavetta,1177,
9955,Premna,4135,GENUS,Premna,1254,
9956,Psydrax,4229,GENUS,Psydrax,1271,
9957,Dallachya,4226,GENUS,Dallachya,15841,
9958,Rhizophora,4227,GENUS,Rhizophora,1299,
9959,Sonneratia,9913,GENUS,Sonneratia,1391,
9960,Streblus,4158,GENUS,Streblus,1423,
9961,Terminalia,9906,GENUS,Terminalia,1460,
9962,Xylocarpus,4153,GENUS,Xylocarpus,1556,
9964,Ficus virens,1966,SPECIES,virens,15859,
9965,Ficus virens var. dispersa,9964,INFRASPECIES,var. dispersa,,
9966,Callitris pancheri,9919,SPECIES,pancheri,15903,
9967,Myricaceae,,FAMILIA,Myricaceae,142,
9968,Pritchardiopsis,3636,GENUS,Pritchardiopsis,1257,
9969,Pritchardiopsis jeanneneyi,9968,SPECIES,jeanneneyi,5187,
997,Balanops (panié),1652,SPECIES,(panié),15060,
9970,Kentiopsis magnifica,1526,SPECIES,magnifica,3897,
9971,Cyphophoenix elegans,1524,SPECIES,elegans,2845,
9972,Pachygone loyaltiensis,1950,SPECIES,loyaltiensis,4588,
9973,Virotia vieillardii,2778,SPECIES,vieillardii,6199,
9974,Capparaceae,,FAMILIA,Capparaceae,14840,
9975,Capparis,9974,GENUS,Capparis,467,
9976,Verbenaceae,,FAMILIA,Verbenaceae,228,
9977,Lantana,9976,GENUS,Lantana,935,
9978,Lantana camara,9977,SPECIES,camara,3929,
998,Cryptocarya (McPherson4408),1868,SPECIES,(McPherson4408),15061,
9981,Pleiogynium,3530,GENUS,Pleiogynium,1227,
9982,Pleiogynium timoriense,9981,SPECIES,timoriense,5093,
9983,Pipturus,3611,GENUS,Pipturus,1215,
9984,Pipturus argenteus,9983,SPECIES,argenteus,5019,
9985,Samanea,6086,GENUS,Samanea,1332,
9986,Diospyros rufotomentosa,231,SPECIES,rufotomentosa,15967,
9987,Cordia dichotoma,9926,SPECIES,dichotoma,15976,
9988,Hibiscus,3068,GENUS,Hibiscus,15862,
9989,Hibiscus tiliaceus,9988,SPECIES,tiliaceus,3700,
999,Canarium (aff_oleiferum_Munzinger4002),1717,SPECIES,(aff_oleiferum_Munzinger4002),15062,
9990,Thespesia,3068,GENUS,Thespesia,1470,
9991,Thespesia populnea,9990,SPECIES,populnea,6034,
9992,Melochia,3068,GENUS,Melochia,1045,
9993,Melochia odorata,9992,SPECIES,odorata,4234,
9994,Syzygium viriosum,1998,SPECIES,viriosum,15122,
